image_path,file_name,class_name,label,split
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\0ePX1wuCc3et7leL.png,0ePX1wuCc3et7leL.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\UmipL2kv9TdDdryZ.png,UmipL2kv9TdDdryZ.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\Su03KsBNHrCVUXli.png,Su03KsBNHrCVUXli.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\JApmimWQx0vFx1qw.png,JApmimWQx0vFx1qw.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\g2CVyHgIl83M2F0m.png,g2CVyHgIl83M2F0m.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\iQ8Ef3yZ12whKccA.png,iQ8Ef3yZ12whKccA.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\Hkq2KHtnKxyBLLPU.png,Hkq2KHtnKxyBLLPU.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\ztTeXxuMaartlKMy.png,ztTeXxuMaartlKMy.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\UPZ5MJAl3AqoLrZV.png,UPZ5MJAl3AqoLrZV.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\8HKeT2oFz3gPSW0p.png,8HKeT2oFz3gPSW0p.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\Z2jcrWNs2feSmVtI.png,Z2jcrWNs2feSmVtI.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\QKlibCXvATAv2H4i.png,QKlibCXvATAv2H4i.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\TzhAea8QXqJwqpUY.png,TzhAea8QXqJwqpUY.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\VRUsuwjXjZtW1Kaj.png,VRUsuwjXjZtW1Kaj.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\qq6omTHIt2LwuAo0.png,qq6omTHIt2LwuAo0.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\52nvTykEONIdmqQI.png,52nvTykEONIdmqQI.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\AOao5nWv96N9SV7O.png,AOao5nWv96N9SV7O.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\yga4KN1EfpYG2u9w.png,yga4KN1EfpYG2u9w.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\UuozdYFAjozEdiMj.png,UuozdYFAjozEdiMj.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\cw7oAjQLSjDYZPXH.png,cw7oAjQLSjDYZPXH.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\OYBNEmjQC8Uh2cC5.png,OYBNEmjQC8Uh2cC5.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\sNnaELZrclDFKtoL.png,sNnaELZrclDFKtoL.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\NS5CJKNsJa9jr5j4.png,NS5CJKNsJa9jr5j4.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\bsj2s38rcZvedHSI.png,bsj2s38rcZvedHSI.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\CTbANISUvZMD2T4L.png,CTbANISUvZMD2T4L.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\2vDaPrc35RGC8nvM.png,2vDaPrc35RGC8nvM.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\LpASHQ03atiBeyRw.png,LpASHQ03atiBeyRw.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\fRkWkCO0r8ZJ6ury.png,fRkWkCO0r8ZJ6ury.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\HyLg8tH9blwT6eVy.png,HyLg8tH9blwT6eVy.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\wQC1ZnzFaPmqMzp0.png,wQC1ZnzFaPmqMzp0.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\iM1hcJsC387vy9YA.png,iM1hcJsC387vy9YA.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\R9xpzPuawT5aH69c.png,R9xpzPuawT5aH69c.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\pLBH6c1NAfL1xVTn.png,pLBH6c1NAfL1xVTn.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\fwnVVskCSNkB9LUL.png,fwnVVskCSNkB9LUL.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\3sKeYzYsjbWQVhc4.png,3sKeYzYsjbWQVhc4.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\oqJ2wJHOLMGGxdjF.png,oqJ2wJHOLMGGxdjF.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\rffdDFsMVDDkn32c.png,rffdDFsMVDDkn32c.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\g6KeAGhgzo4NSYWc.png,g6KeAGhgzo4NSYWc.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\UHyVkisiFMmasl7b.png,UHyVkisiFMmasl7b.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\FeKk3jfdVyzHV7l5.png,FeKk3jfdVyzHV7l5.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\50Wjlq1jW7o3wcl8.png,50Wjlq1jW7o3wcl8.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\8dKMDDHzX9WeRAaN.png,8dKMDDHzX9WeRAaN.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\3XEQ73XMn7zaww2T.png,3XEQ73XMn7zaww2T.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\GgPhnXFElpasCa0C.png,GgPhnXFElpasCa0C.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\oBKuveyTYAhqtKSw.png,oBKuveyTYAhqtKSw.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\UTc5RnTVPMdKnVPL.png,UTc5RnTVPMdKnVPL.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\kzjICtBZVnwJrYeI.png,kzjICtBZVnwJrYeI.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\esqqaIq6wKOr8EK6.png,esqqaIq6wKOr8EK6.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\kY0Q7raIkxwCCOk2.png,kY0Q7raIkxwCCOk2.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\1jKhi65BPTLXnUI6.png,1jKhi65BPTLXnUI6.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\IH5gpU7fLJSn90Rx.png,IH5gpU7fLJSn90Rx.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\e1qGNUkh9ecj7QG3.png,e1qGNUkh9ecj7QG3.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\74FZPuPPfVCwqHgO.png,74FZPuPPfVCwqHgO.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\n61z73RnZB19Bpq8.png,n61z73RnZB19Bpq8.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\PZrfX01MvfB3oeyB.png,PZrfX01MvfB3oeyB.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\3k7WrSAInCaatFtl.png,3k7WrSAInCaatFtl.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\JMkBm2iBy4VxFChU.png,JMkBm2iBy4VxFChU.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\aOiWbMZF8BhxwLTs.png,aOiWbMZF8BhxwLTs.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\nb1DEYJBoJTVwG4K.png,nb1DEYJBoJTVwG4K.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\9C2CyZRK18hcyHSx.png,9C2CyZRK18hcyHSx.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\1yeoLbmp4alVOtFv.png,1yeoLbmp4alVOtFv.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\KAoLE5XBuwjmtKj2.png,KAoLE5XBuwjmtKj2.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\63khvkT3L0GCdMHh.png,63khvkT3L0GCdMHh.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\vcEwRcuUMQ89i8on.png,vcEwRcuUMQ89i8on.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\RydyYWgvhLQPwEaw.png,RydyYWgvhLQPwEaw.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\IdrewaHdlHRrNHbJ.png,IdrewaHdlHRrNHbJ.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\p81Lb4bD6fEvkSQ0.png,p81Lb4bD6fEvkSQ0.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\Eodp43S6sgfxeCST.png,Eodp43S6sgfxeCST.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\g1gIEqOv6YDveleA.png,g1gIEqOv6YDveleA.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\ODhkT6k9Xdoj9xG7.png,ODhkT6k9Xdoj9xG7.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\Lx4Xy1Odplz4I1u8.png,Lx4Xy1Odplz4I1u8.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\YaAtOlkyK9hnzZ11.png,YaAtOlkyK9hnzZ11.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\bC7OWmNYjZLjLYnd.png,bC7OWmNYjZLjLYnd.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\mWtDBJ2pprz96x22.png,mWtDBJ2pprz96x22.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\1Frbe8cdOdkciOBg.png,1Frbe8cdOdkciOBg.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\xhKyuxHPC3RnoLD0.png,xhKyuxHPC3RnoLD0.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\lj8o8xy1TAOMQDaH.png,lj8o8xy1TAOMQDaH.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\CpDMCILKUN2AUA1A.png,CpDMCILKUN2AUA1A.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\9YPMzKwEOWcIx1oN.png,9YPMzKwEOWcIx1oN.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\EuU83pQABhf4v0AF.png,EuU83pQABhf4v0AF.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\eTkUxksFCvfsbVLs.png,eTkUxksFCvfsbVLs.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\0zKU6wEhT2cDe9j0.png,0zKU6wEhT2cDe9j0.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\w1NflQUWVQmFdZdI.png,w1NflQUWVQmFdZdI.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\xR8mRBEdYAbokAEk.png,xR8mRBEdYAbokAEk.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\RsBNa42PCliwNPQS.png,RsBNa42PCliwNPQS.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\9Ylbn7DgtTyKKNuM.png,9Ylbn7DgtTyKKNuM.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\wMLAOfEG0tDVHVX0.png,wMLAOfEG0tDVHVX0.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\4Pir885YNPXiRs0R.png,4Pir885YNPXiRs0R.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\SPx9aUguwNqxqPVS.png,SPx9aUguwNqxqPVS.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\IQsx834hZ2POqopO.png,IQsx834hZ2POqopO.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\Cw34q0DptQFOEeoF.png,Cw34q0DptQFOEeoF.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\c4FpTJmUl8wtm4n3.png,c4FpTJmUl8wtm4n3.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\lhD4U5er2UL6nfAH.png,lhD4U5er2UL6nfAH.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\iILNKQp2qExtn6JV.png,iILNKQp2qExtn6JV.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\vFCd43peE8nozYko.png,vFCd43peE8nozYko.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\mkUctpckc3vjOwKa.png,mkUctpckc3vjOwKa.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\SNEJ1wGU1s9Dm3I1.png,SNEJ1wGU1s9Dm3I1.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\w58UIOAxkjM2L3AO.png,w58UIOAxkjM2L3AO.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\xMzUrLkx9vIWWwZU.png,xMzUrLkx9vIWWwZU.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\oneWMcLqF5aVRqz8.png,oneWMcLqF5aVRqz8.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\QVIiXr87PkeldzZM.png,QVIiXr87PkeldzZM.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\r98ovEGxFpCnVnyy.png,r98ovEGxFpCnVnyy.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\O0YV4V0z2pe4kxwx.png,O0YV4V0z2pe4kxwx.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\9OyGmAsWD5Ie6QIa.png,9OyGmAsWD5Ie6QIa.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\X4UIuiTnzUP68r86.png,X4UIuiTnzUP68r86.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\oJHJKGs9EiSNQo1m.png,oJHJKGs9EiSNQo1m.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\dPSQ4TKPBJyjv6cH.png,dPSQ4TKPBJyjv6cH.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\5dxMkdp9L1r6Dv8X.png,5dxMkdp9L1r6Dv8X.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\2l1K148aIJHRR1q7.png,2l1K148aIJHRR1q7.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\Ht08RX3DQCSdl9Sy.png,Ht08RX3DQCSdl9Sy.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\KOlOsNsrUdQonYpp.png,KOlOsNsrUdQonYpp.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\n10pI9JDPyeM0P73.png,n10pI9JDPyeM0P73.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\5Iz9WPYz1C3PKWxj.png,5Iz9WPYz1C3PKWxj.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\yAKYvpfUMYbJhbDP.png,yAKYvpfUMYbJhbDP.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\ZCr3PjDcttbKRAAW.png,ZCr3PjDcttbKRAAW.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\jaxChUvakWAN9eTs.png,jaxChUvakWAN9eTs.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\8Q1PAZsxpLf5FAo6.png,8Q1PAZsxpLf5FAo6.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\EvmNpXcSU8y41PXX.png,EvmNpXcSU8y41PXX.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\Lv7HtvXSy9JMzap2.png,Lv7HtvXSy9JMzap2.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\A2j94231CiW6OKA0.png,A2j94231CiW6OKA0.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\8pCggsYVt6kUOza4.png,8pCggsYVt6kUOza4.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\v7SoU8w2zc8vc7PI.png,v7SoU8w2zc8vc7PI.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\YqEvBlhrl5XkzIlO.png,YqEvBlhrl5XkzIlO.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\1mnAKQCHEDbtjPX2.png,1mnAKQCHEDbtjPX2.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\F4iIoT06hTWSuSs2.png,F4iIoT06hTWSuSs2.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\hH7jcOkAiHqNDWcy.png,hH7jcOkAiHqNDWcy.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\goDBJj8kMSQbpQZT.png,goDBJj8kMSQbpQZT.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\J1xlCySVCiSiwbcF.png,J1xlCySVCiSiwbcF.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\QmIo8xYOtQcTMJlO.png,QmIo8xYOtQcTMJlO.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\eb93o1ZDeBlrdfyc.png,eb93o1ZDeBlrdfyc.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\m4BUXxtLrhnsSUJ2.png,m4BUXxtLrhnsSUJ2.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\N3Qml9f8reG31r5b.png,N3Qml9f8reG31r5b.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\MLrUGD1graoSw2c5.png,MLrUGD1graoSw2c5.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\Ty7ti2YUZ4XJcaOk.png,Ty7ti2YUZ4XJcaOk.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\4ZoU4nouZzb9G2MI.png,4ZoU4nouZzb9G2MI.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\khFWD3MPEKPitVyA.png,khFWD3MPEKPitVyA.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\UQIJiOYi6zCaIeue.png,UQIJiOYi6zCaIeue.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\3Umm2S8TUyEpkbCY.png,3Umm2S8TUyEpkbCY.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\85dWwzSo83sQnsoh.png,85dWwzSo83sQnsoh.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\qtYZl1WPMxaH5KQV.png,qtYZl1WPMxaH5KQV.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\WtS1aLhJK2FZpcEt.png,WtS1aLhJK2FZpcEt.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\T6biQxOCDlM5ad7k.png,T6biQxOCDlM5ad7k.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\UW6gS11P3sXF3SBU.png,UW6gS11P3sXF3SBU.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\0Og76sl5CJhbxWWx.png,0Og76sl5CJhbxWWx.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\NKNFgMn2Ik3Y9XuX.png,NKNFgMn2Ik3Y9XuX.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\MJkLyjWTzbjL8qyk.png,MJkLyjWTzbjL8qyk.png,rock,1,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\FZTB5QPwvq7b9xok.png,FZTB5QPwvq7b9xok.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\paper\84JL84r6Jcpp5Udi.png,84JL84r6Jcpp5Udi.png,paper,0,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\scissors\qblMZUcJN3odjQlm.png,qblMZUcJN3odjQlm.png,scissors,2,train
C:\Users\pedse\Desktop\DIPagrindai\lab3\images\rock\337ARHTZmhCSkoEM.png,337ARHTZmhCSkoEM.png,rock,1,train
